,id,original1,edit1,grades1,meanGrade1,original2,edit2,grades2,meanGrade2,label,new1,original11,new2,original22
187,106615-106616,Anthony Joshua : British boxer <beats/> Andy Ruiz Jr to reclaim world heavyweight titles,tickles,32211,1.8,Anthony Joshua : British boxer beats Andy Ruiz Jr to reclaim world heavyweight <titles/> ,walrus,22111,1.4,1,Anthony Joshua : British boxer tickles Andy Ruiz Jr to reclaim world heavyweight titles,Anthony Joshua : British boxer beats Andy Ruiz Jr to reclaim world heavyweight titles,Anthony Joshua : British boxer beats Andy Ruiz Jr to reclaim world heavyweight walrus ,Anthony Joshua : British boxer beats Andy Ruiz Jr to reclaim world heavyweight titles 
188,101506-101507,"Anti-robocall <bill/> likely as House , Senate reach compromise",robocall,22210,1.4,"Anti-robocall bill likely as House , Senate reach <compromise/> ",naptime,22222,2.0,2,"Anti-robocall robocall likely as House , Senate reach compromise","Anti-robocall bill likely as House , Senate reach compromise","Anti-robocall bill likely as House , Senate reach naptime ","Anti-robocall bill likely as House , Senate reach compromise "
189,105159-105160,"Anti-Robocall Bill That , in a Perfect World , <Fines/> Spammers $ 10,000 Per Call Is Now Law",Pays,22111,1.4,"Anti-Robocall Bill That , in a Perfect World , Fines <Spammers/> $ 10,000 Per Call Is Now Law",Exes,22221,1.8,2,"Anti-Robocall Bill That , in a Perfect World , Pays Spammers $ 10,000 Per Call Is Now Law","Anti-Robocall Bill That , in a Perfect World , Fines Spammers $ 10,000 Per Call Is Now Law","Anti-Robocall Bill That , in a Perfect World , Fines Exes $ 10,000 Per Call Is Now Law","Anti-Robocall Bill That , in a Perfect World , Fines Spammers $ 10,000 Per Call Is Now Law"
190,106254-106253,"Anti-Trump Republican group takes aim at "" MAGA <Church/> ' in new video",cap,22100,1.0,"Anti-Trump Republican group takes aim at "" MAGA <Church/> ' in new video",building,11100,0.6,1,"Anti-Trump Republican group takes aim at "" MAGA cap ' in new video","Anti-Trump Republican group takes aim at "" MAGA Church ' in new video","Anti-Trump Republican group takes aim at "" MAGA building ' in new video","Anti-Trump Republican group takes aim at "" MAGA Church ' in new video"
191,101600-101599,AOC and Elizabeth Warren <take/> Taylor Swift 's side in feud with Carlyle Group,revamps,11000,0.4,AOC and Elizabeth Warren take Taylor Swift 's side in <feud/> with Carlyle Group,race,0,0.0,1,AOC and Elizabeth Warren revamps Taylor Swift 's side in feud with Carlyle Group,AOC and Elizabeth Warren take Taylor Swift 's side in feud with Carlyle Group,AOC and Elizabeth Warren take Taylor Swift 's side in race with Carlyle Group,AOC and Elizabeth Warren take Taylor Swift 's side in feud with Carlyle Group
192,100914-100915,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political <ads/> ,parties,21111,1.2,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political <ads/> ,promises,22210,1.4,2,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political parties ,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political ads ,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political promises ,AOC asks Facebook ’s Mark Zuckerberg if she can run fake political ads 
193,107585-107587,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,creams,22222,2.0,"AOC <slams/> facial recognition : "" This is some real life Black Mirror stuff """,applauds,21110,1.0,1,"AOC slams facial creams : "" This is some real life Black Mirror stuff ""","AOC slams facial recognition : "" This is some real life Black Mirror stuff ""","AOC applauds facial recognition : "" This is some real life Black Mirror stuff ""","AOC slams facial recognition : "" This is some real life Black Mirror stuff """
194,107585-107586,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,creams,22222,2.0,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,reconstruction,22221,1.8,1,"AOC slams facial creams : "" This is some real life Black Mirror stuff ""","AOC slams facial recognition : "" This is some real life Black Mirror stuff ""","AOC slams facial reconstruction : "" This is some real life Black Mirror stuff ""","AOC slams facial recognition : "" This is some real life Black Mirror stuff """
195,107587-107586,"AOC <slams/> facial recognition : "" This is some real life Black Mirror stuff """,applauds,21110,1.0,"AOC slams facial <recognition/> : "" This is some real life Black Mirror stuff """,reconstruction,22221,1.8,2,"AOC applauds facial recognition : "" This is some real life Black Mirror stuff ""","AOC slams facial recognition : "" This is some real life Black Mirror stuff ""","AOC slams facial reconstruction : "" This is some real life Black Mirror stuff ""","AOC slams facial recognition : "" This is some real life Black Mirror stuff """
196,100723-100722,A perfect <smash/> by No. 9 Kenya,elbow,11110,0.8,A perfect smash by No. 9 <Kenya/>,Mistress,21000,0.6,1,A perfect elbow by No. 9 Kenya,A perfect smash by No. 9 Kenya,A perfect smash by No. 9 Mistress,A perfect smash by No. 9 Kenya
197,106491-106492, <Appeals/> Court Blocks Enforcement Of Trump Effort To Limit Green Card Approvals,Hillarys,22110,1.2,Appeals Court Blocks Enforcement Of Trump Effort To Limit <Green Card/> Approvals,Banana,31100,1.0,1, Hillarys Court Blocks Enforcement Of Trump Effort To Limit Green Card Approvals, Appeals Court Blocks Enforcement Of Trump Effort To Limit Green Card Approvals,Appeals Court Blocks Enforcement Of Trump Effort To Limit Banana Approvals,Appeals Court Blocks Enforcement Of Trump Effort To Limit Green Card Approvals
198,103189-103190,Apple CEO Tim Cook says <monopolies/> are n't bad if they are n't abused,bullfrogs,21100,0.8,Apple CEO Tim Cook says <monopolies/> are n't bad if they are n't abused,oligarchies,0,0.0,1,Apple CEO Tim Cook says bullfrogs are n't bad if they are n't abused,Apple CEO Tim Cook says monopolies are n't bad if they are n't abused,Apple CEO Tim Cook says oligarchies are n't bad if they are n't abused,Apple CEO Tim Cook says monopolies are n't bad if they are n't abused
199,108015-108014,Apple may have to <abandon/> Lightning connector cable,electrify,222111,1.5,Apple may have to abandon <Lightning/> connector cable,free,331000,1.1666666666666667,1,Apple may have to electrify Lightning connector cable,Apple may have to abandon Lightning connector cable,Apple may have to abandon free connector cable,Apple may have to abandon Lightning connector cable
200,108015-108016,Apple may have to <abandon/> Lightning connector cable,electrify,222111,1.5,Apple may have to <abandon/> Lightning connector cable,recall,10000,0.2,1,Apple may have to electrify Lightning connector cable,Apple may have to abandon Lightning connector cable,Apple may have to recall Lightning connector cable,Apple may have to abandon Lightning connector cable
201,108014-108016,Apple may have to abandon <Lightning/> connector cable,free,331000,1.1666666666666667,Apple may have to <abandon/> Lightning connector cable,recall,10000,0.2,1,Apple may have to abandon free connector cable,Apple may have to abandon Lightning connector cable,Apple may have to recall Lightning connector cable,Apple may have to abandon Lightning connector cable
202,107120-107121,Apple Privacy Executive <Defends/> Encryption After FBI Request,forgets,22211,1.6,Apple Privacy Executive Defends Encryption After FBI <Request/> ,Danceoff,21111,1.2,1,Apple Privacy Executive forgets Encryption After FBI Request,Apple Privacy Executive Defends Encryption After FBI Request,Apple Privacy Executive Defends Encryption After FBI Danceoff ,Apple Privacy Executive Defends Encryption After FBI Request 
203,100004-100003,Apple reverses stance on iPhone repairs and will supply <parts/> to independent shops for the first time,death,22211,1.6, <Apple/> reverses stance on iPhone repairs and will supply parts to independent shops for the first time,Microsoft,20000,0.4,1,Apple reverses stance on iPhone repairs and will supply death to independent shops for the first time,Apple reverses stance on iPhone repairs and will supply parts to independent shops for the first time, Microsoft reverses stance on iPhone repairs and will supply parts to independent shops for the first time, Apple reverses stance on iPhone repairs and will supply parts to independent shops for the first time
204,100610-100609,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,stores,32110,1.4,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,Tatooine,21110,1.0,1,Apple Sells Out Pro-Democracy Protesters in stores to Appease Chinese Government,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese Government,Apple Sells Out Pro-Democracy Protesters in Tatooine to Appease Chinese Government,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese Government
205,100610-100608,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,stores,32110,1.4,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese <Government/> ,restaurants,32211,1.8,2,Apple Sells Out Pro-Democracy Protesters in stores to Appease Chinese Government,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese Government,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese restaurants ,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese Government 
206,100609-100608,Apple Sells Out Pro-Democracy Protesters in <Hong Kong/> to Appease Chinese Government,Tatooine,21110,1.0,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese <Government/> ,restaurants,32211,1.8,2,Apple Sells Out Pro-Democracy Protesters in Tatooine to Appease Chinese Government,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese Government,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese restaurants ,Apple Sells Out Pro-Democracy Protesters in Hong Kong to Appease Chinese Government 
207,104258-104259,Apple working on satellite technology for direct service to iPhones without wireless <carriers/> ,birds,10000,0.2,Apple working on <satellite/> technology for direct service to iPhones without wireless carriers,landline,22111,1.4,2,Apple working on satellite technology for direct service to iPhones without wireless birds ,Apple working on satellite technology for direct service to iPhones without wireless carriers ,Apple working on landline technology for direct service to iPhones without wireless carriers,Apple working on satellite technology for direct service to iPhones without wireless carriers
208,100779-100780,"Apple ’s China stance makes for strange political alliances , as AOC and Ted Cruz slam the <company/> ",door,21111,1.2,"Apple ’s China stance makes for strange political alliances , as AOC and Ted Cruz <slam/> the company",jams,11000,0.4,1,"Apple ’s China stance makes for strange political alliances , as AOC and Ted Cruz slam the door ","Apple ’s China stance makes for strange political alliances , as AOC and Ted Cruz slam the company ","Apple ’s China stance makes for strange political alliances , as AOC and Ted Cruz jams the company","Apple ’s China stance makes for strange political alliances , as AOC and Ted Cruz slam the company"
209,107272-107271,Appropriators fume over reports of Trump plan to reprogram $ 7.2 billion for <wall/>,golfclubs,22222,2.0,Appropriators fume over reports of Trump <plan/> to reprogram $ 7.2 billion for wall,disaster,21100,0.8,1,Appropriators fume over reports of Trump plan to reprogram $ 7.2 billion for golfclubs,Appropriators fume over reports of Trump plan to reprogram $ 7.2 billion for wall,Appropriators fume over reports of Trump disaster to reprogram $ 7.2 billion for wall,Appropriators fume over reports of Trump plan to reprogram $ 7.2 billion for wall
210,101441-101442,AP source : 2nd US official heard Trump <call/> with Sondland,flirt,32211,1.8,AP source : 2nd US official heard Trump <call/> with Sondland,smooching,22211,1.6,1,AP source : 2nd US official heard Trump flirt with Sondland,AP source : 2nd US official heard Trump call with Sondland,AP source : 2nd US official heard Trump smooching with Sondland,AP source : 2nd US official heard Trump call with Sondland
211,104843-104842,Archaeologists discover remains of vast Mayan <palace/> in Mexico,sandwich,33211,2.0,Archaeologists discover remains of vast Mayan <palace/> in Mexico,pharmacy,22111,1.4,1,Archaeologists discover remains of vast Mayan sandwich in Mexico,Archaeologists discover remains of vast Mayan palace in Mexico,Archaeologists discover remains of vast Mayan pharmacy in Mexico,Archaeologists discover remains of vast Mayan palace in Mexico
212,106757-106756,A Recent Poll May Be Underestimating Bernie Sanders ’s Strength in <Iowa/> ,Squats,32220,1.8,A Recent Poll May Be Underestimating Bernie Sanders ’s Strength in <Iowa/> ,COD,33210,1.8,0,A Recent Poll May Be Underestimating Bernie Sanders ’s Strength in Squats ,A Recent Poll May Be Underestimating Bernie Sanders ’s Strength in Iowa ,A Recent Poll May Be Underestimating Bernie Sanders ’s Strength in COD ,A Recent Poll May Be Underestimating Bernie Sanders ’s Strength in Iowa 
213,100033-100032,"Ariana Grande , Billie Eilish and Dua Lipa back abortion <rights/> campaign",woes,21000,0.6,"Ariana Grande , Billie Eilish and Dua Lipa back <abortion/> rights campaign",butterfly,22110,1.2,2,"Ariana Grande , Billie Eilish and Dua Lipa back abortion woes campaign","Ariana Grande , Billie Eilish and Dua Lipa back abortion rights campaign","Ariana Grande , Billie Eilish and Dua Lipa back butterfly rights campaign","Ariana Grande , Billie Eilish and Dua Lipa back abortion rights campaign"
214,100429-100430,Ariana Grande sues <Forever 21/> for $ 10 million over look-alike ad campaign,kylie,22110,1.2,Ariana Grande sues Forever 21 for $ 10 million over look-alike <ad/> campaign,ponytail,22221,1.8,2,Ariana Grande sues kylie for $ 10 million over look-alike ad campaign,Ariana Grande sues Forever 21 for $ 10 million over look-alike ad campaign,Ariana Grande sues Forever 21 for $ 10 million over look-alike ponytail campaign,Ariana Grande sues Forever 21 for $ 10 million over look-alike ad campaign
215,105006-105005,"As it detains parents , China weans children from <Islam/> ",pacifiers,22220,1.6,"As it detains parents , China weans children from <Islam/> ",Messaging,22110,1.2,1,"As it detains parents , China weans children from pacifiers ","As it detains parents , China weans children from Islam ","As it detains parents , China weans children from Messaging ","As it detains parents , China weans children from Islam "
216,106155-106154,"As McConnell Obstructs on Trump Impeachment , Calls Grow for House Democrats to ' <Subpoena/> Bolton '",sing,32210,1.6,"As McConnell Obstructs on Trump <Impeachment/> , Calls Grow for House Democrats to ' Subpoena Bolton '",peach,0,0.0,1,"As McConnell Obstructs on Trump Impeachment , Calls Grow for House Democrats to ' sing Bolton '","As McConnell Obstructs on Trump Impeachment , Calls Grow for House Democrats to ' Subpoena Bolton '","As McConnell Obstructs on Trump peach , Calls Grow for House Democrats to ' Subpoena Bolton '","As McConnell Obstructs on Trump Impeachment , Calls Grow for House Democrats to ' Subpoena Bolton '"
217,101134-101133,"As Promised , Protesters Showed Up to BlizzCon <Today/> ",drunk,32221,2.0,"As Promised , Protesters Showed Up to BlizzCon <Today/> ",Nude,33221,2.2,2,"As Promised , Protesters Showed Up to BlizzCon drunk ","As Promised , Protesters Showed Up to BlizzCon Today ","As Promised , Protesters Showed Up to BlizzCon Nude ","As Promised , Protesters Showed Up to BlizzCon Today "
218,107343-107342,"Astros ' Jeff Luhnow , AJ Hinch fired for <sign/> stealing",cookie,2222221,1.8571428571428568,"Astros ' Jeff Luhnow , AJ Hinch <fired/> for sign stealing",signed,11111,1.0,1,"Astros ' Jeff Luhnow , AJ Hinch fired for cookie stealing","Astros ' Jeff Luhnow , AJ Hinch fired for sign stealing","Astros ' Jeff Luhnow , AJ Hinch signed for sign stealing","Astros ' Jeff Luhnow , AJ Hinch fired for sign stealing"
219,107343-107344,"Astros ' Jeff Luhnow , AJ Hinch fired for <sign/> stealing",cookie,2222221,1.8571428571428568,"Astros ' Jeff Luhnow , AJ Hinch fired for <sign/> stealing",underwear,22221,1.8,1,"Astros ' Jeff Luhnow , AJ Hinch fired for cookie stealing","Astros ' Jeff Luhnow , AJ Hinch fired for sign stealing","Astros ' Jeff Luhnow , AJ Hinch fired for underwear stealing","Astros ' Jeff Luhnow , AJ Hinch fired for sign stealing"
220,107342-107344,"Astros ' Jeff Luhnow , AJ Hinch <fired/> for sign stealing",signed,11111,1.0,"Astros ' Jeff Luhnow , AJ Hinch fired for <sign/> stealing",underwear,22221,1.8,2,"Astros ' Jeff Luhnow , AJ Hinch signed for sign stealing","Astros ' Jeff Luhnow , AJ Hinch fired for sign stealing","Astros ' Jeff Luhnow , AJ Hinch fired for underwear stealing","Astros ' Jeff Luhnow , AJ Hinch fired for sign stealing"
221,103429-103430,AT&T drops out of FCC speed-test program so it can hide bad <results/> ,breath,11110,0.8,AT&T drops out of FCC speed-test program so it can hide bad <results/> ,publicity,22000,0.8,0,AT&T drops out of FCC speed-test program so it can hide bad breath ,AT&T drops out of FCC speed-test program so it can hide bad results ,AT&T drops out of FCC speed-test program so it can hide bad publicity ,AT&T drops out of FCC speed-test program so it can hide bad results 
222,101493-101492,"AT&T Is <Handing/> Out Unwanted "" Bonus "" Data With $ 10 Fee Attached",auctioning,10000,0.2,"AT&T Is Handing Out Unwanted "" <Bonus/> "" Data With $ 10 Fee Attached",Cat,22110,1.2,2,"AT&T Is auctioning Out Unwanted "" Bonus "" Data With $ 10 Fee Attached","AT&T Is Handing Out Unwanted "" Bonus "" Data With $ 10 Fee Attached","AT&T Is Handing Out Unwanted "" Cat "" Data With $ 10 Fee Attached","AT&T Is Handing Out Unwanted "" Bonus "" Data With $ 10 Fee Attached"
223,101012-101011,AT&T <loses/> another 1.3 million TV customers as DirecTV freefall continues,deceives,22211,1.6,AT&T <loses/> another 1.3 million TV customers as DirecTV freefall continues,buries,31111,1.4,1,AT&T deceives another 1.3 million TV customers as DirecTV freefall continues,AT&T loses another 1.3 million TV customers as DirecTV freefall continues,AT&T buries another 1.3 million TV customers as DirecTV freefall continues,AT&T loses another 1.3 million TV customers as DirecTV freefall continues
224,103161-103162,AT&T raises DirecTV prices again despite losing millions of <customers/> ,paperclips,32110,1.4,AT&T raises DirecTV prices again despite <losing/> millions of customers,disappointing,22211,1.6,2,AT&T raises DirecTV prices again despite losing millions of paperclips ,AT&T raises DirecTV prices again despite losing millions of customers ,AT&T raises DirecTV prices again despite disappointing millions of customers,AT&T raises DirecTV prices again despite losing millions of customers
225,100679-100680,AT&T raises prices 7 % by making its <customers/> pay AT&T ’s property taxes,slaves,22221,1.8,AT&T raises <prices/> 7 % by making its customers pay AT&T ’s property taxes,deathrates,22221,1.8,0,AT&T raises prices 7 % by making its slaves pay AT&T ’s property taxes,AT&T raises prices 7 % by making its customers pay AT&T ’s property taxes,AT&T raises deathrates 7 % by making its customers pay AT&T ’s property taxes,AT&T raises prices 7 % by making its customers pay AT&T ’s property taxes
226,103362-103363,"AT&T Said Trump Tax Cuts Would Create Thousands Of Jobs . Instead , AT&T 's <Laying/> Off Thousands .",Plundering,21110,1.0,"AT&T Said Trump Tax Cuts Would Create Thousands Of Jobs . Instead , AT&T 's Laying Off <Thousands/> .",bullying,10000,0.2,1,"AT&T Said Trump Tax Cuts Would Create Thousands Of Jobs . Instead , AT&T 's Plundering Off Thousands .","AT&T Said Trump Tax Cuts Would Create Thousands Of Jobs . Instead , AT&T 's Laying Off Thousands .","AT&T Said Trump Tax Cuts Would Create Thousands Of Jobs . Instead , AT&T 's Laying Off bullying .","AT&T Said Trump Tax Cuts Would Create Thousands Of Jobs . Instead , AT&T 's Laying Off Thousands ."
227,106958-106957,AT&T TV Service Goes Dark On Roku As The Streaming <Wars/> Get Stupid,users,21110,1.0,AT&T TV Service Goes Dark On Roku As The Streaming <Wars/> Get Stupid,Boxes,32000,1.0,0,AT&T TV Service Goes Dark On Roku As The Streaming users Get Stupid,AT&T TV Service Goes Dark On Roku As The Streaming Wars Get Stupid,AT&T TV Service Goes Dark On Roku As The Streaming Boxes Get Stupid,AT&T TV Service Goes Dark On Roku As The Streaming Wars Get Stupid
228,106753-106752,At-Risk Republicans Under Pressure To Back Democrats ' Demand For <Witnesses/> At Trump 's Impeachment Trial,Quinoa,21110,1.0,At-Risk Republicans Under <Pressure/> To Back Democrats ' Demand For Witnesses At Trump 's Impeachment Trial,wear,22210,1.4,2,At-Risk Republicans Under Pressure To Back Democrats ' Demand For Quinoa At Trump 's Impeachment Trial,At-Risk Republicans Under Pressure To Back Democrats ' Demand For Witnesses At Trump 's Impeachment Trial,At-Risk Republicans Under wear To Back Democrats ' Demand For Witnesses At Trump 's Impeachment Trial,At-Risk Republicans Under Pressure To Back Democrats ' Demand For Witnesses At Trump 's Impeachment Trial
229,107075-107074,"At This Ultramarathon , There 's No <Finish Line/> ",toilets,32222,2.2,"At This Ultramarathon , There 's No <Finish Line/> ",survivor,33211,2.0,1,"At This Ultramarathon , There 's No toilets ","At This Ultramarathon , There 's No Finish Line ","At This Ultramarathon , There 's No survivor ","At This Ultramarathon , There 's No Finish Line "
230,107075-107073,"At This Ultramarathon , There 's No <Finish Line/> ",toilets,32222,2.2,"At This Ultramarathon , There 's No <Finish Line/> ",Survivors,32210,1.6,1,"At This Ultramarathon , There 's No toilets ","At This Ultramarathon , There 's No Finish Line ","At This Ultramarathon , There 's No Survivors ","At This Ultramarathon , There 's No Finish Line "
231,107074-107073,"At This Ultramarathon , There 's No <Finish Line/> ",survivor,33211,2.0,"At This Ultramarathon , There 's No <Finish Line/> ",Survivors,32210,1.6,1,"At This Ultramarathon , There 's No survivor ","At This Ultramarathon , There 's No Finish Line ","At This Ultramarathon , There 's No Survivors ","At This Ultramarathon , There 's No Finish Line "
232,101127-101126,ATT Loses Another 1.36 Million Pay TV Subscribers Thanks To Relentless <Price/> Hikes,Mountain,22210,1.4,ATT <Loses/> Another 1.36 Million Pay TV Subscribers Thanks To Relentless Price Hikes,gains,21000,0.6,1,ATT Loses Another 1.36 Million Pay TV Subscribers Thanks To Relentless Mountain Hikes,ATT Loses Another 1.36 Million Pay TV Subscribers Thanks To Relentless Price Hikes,ATT gains Another 1.36 Million Pay TV Subscribers Thanks To Relentless Price Hikes,ATT Loses Another 1.36 Million Pay TV Subscribers Thanks To Relentless Price Hikes
233,106557-106556,Australia 's Smoke-Filled Air Is Quietly <Killing/> People .,pantsing,22210,1.4,Australia 's Smoke-Filled <Air/> Is Quietly Killing People .,Ninja,32210,1.6,2,Australia 's Smoke-Filled Air Is Quietly pantsing People .,Australia 's Smoke-Filled Air Is Quietly Killing People .,Australia 's Smoke-Filled Ninja Is Quietly Killing People .,Australia 's Smoke-Filled Air Is Quietly Killing People .
234,105489-105490,Australia <fires/> kill half a billion animals as crisis mounts,koalas,21000,0.6,Australia fires <kill/> half a billion animals as crisis mounts,roasts,10000,0.2,1,Australia koalas kill half a billion animals as crisis mounts,Australia fires kill half a billion animals as crisis mounts,Australia fires roasts half a billion animals as crisis mounts,Australia fires kill half a billion animals as crisis mounts
235,105506-105507,Australian Defence Force begins mass evacuations as Victoria <declares/> state of disaster .,Secrets,22000,0.8,Australian Defence Force begins mass evacuations as Victoria declares <state/> of disaster .,Secret,21100,0.8,0,Australian Defence Force begins mass evacuations as Victoria Secrets state of disaster .,Australian Defence Force begins mass evacuations as Victoria declares state of disaster .,Australian Defence Force begins mass evacuations as Victoria declares Secret of disaster .,Australian Defence Force begins mass evacuations as Victoria declares state of disaster .
236,104881-104880,Australian PM announces compensation for <volunteer/> firefighters,handsome,22111,1.4,Australian PM announces compensation for <volunteer/> firefighters,capturing,22200,1.2,1,Australian PM announces compensation for handsome firefighters,Australian PM announces compensation for volunteer firefighters,Australian PM announces compensation for capturing firefighters,Australian PM announces compensation for volunteer firefighters
237,105095-105094,Australian PM says there ’s ‘ no better place to raise <kids/> ’ as deadly wildfires burn,koalas,22200,1.2,Australian PM says there ’s ‘ no better place to raise kids ’ as deadly wildfires <burn/> ,laugh,21000,0.6,1,Australian PM says there ’s ‘ no better place to raise koalas ’ as deadly wildfires burn,Australian PM says there ’s ‘ no better place to raise kids ’ as deadly wildfires burn,Australian PM says there ’s ‘ no better place to raise kids ’ as deadly wildfires laugh ,Australian PM says there ’s ‘ no better place to raise kids ’ as deadly wildfires burn 
238,104034-104033,Australian Prime Minister Scott Morrison absconds on holiday in Hawaii as Bushfire Crisis <rages/> on .,goes,110000,0.3333333333333333,Australian Prime Minister Scott Morrison absconds on holiday in Hawaii as Bushfire <Crisis/> rages on .,arson,11100,0.6,2,Australian Prime Minister Scott Morrison absconds on holiday in Hawaii as Bushfire Crisis goes on .,Australian Prime Minister Scott Morrison absconds on holiday in Hawaii as Bushfire Crisis rages on .,Australian Prime Minister Scott Morrison absconds on holiday in Hawaii as Bushfire arson rages on .,Australian Prime Minister Scott Morrison absconds on holiday in Hawaii as Bushfire Crisis rages on .
239,103124-103125,"Australians ' trust in <government/> reaches new all-time low , study shows",kangaroos,22210,1.4,"Australians ' trust in <government/> reaches new all-time low , study shows",studies,11110,0.8,1,"Australians ' trust in kangaroos reaches new all-time low , study shows","Australians ' trust in government reaches new all-time low , study shows","Australians ' trust in studies reaches new all-time low , study shows","Australians ' trust in government reaches new all-time low , study shows"
240,106335-106336,Australian sheepdog credited with saving hundreds of animals from <fire/> ,Youtube,211110,1.0,Australian sheepdog credited with saving hundreds of animals from <fire/> ,shephards,22000,0.8,1,Australian sheepdog credited with saving hundreds of animals from Youtube ,Australian sheepdog credited with saving hundreds of animals from fire ,Australian sheepdog credited with saving hundreds of animals from shephards ,Australian sheepdog credited with saving hundreds of animals from fire 
241,105081-105080,Australia to send in military as <fires/> rage,teens,22211,1.6,Australia to send in military as <fires/> rage,Clowns,22222,2.0,2,Australia to send in military as teens rage,Australia to send in military as fires rage,Australia to send in military as Clowns rage,Australia to send in military as fires rage
242,106378-106379,Australia urges quarter of a million to <flee/> as winds fan huge bushfires,barbecue,32210,1.6,Australia urges quarter of a million to <flee/> as winds fan huge bushfires,fly,11110,0.8,1,Australia urges quarter of a million to barbecue as winds fan huge bushfires,Australia urges quarter of a million to flee as winds fan huge bushfires,Australia urges quarter of a million to fly as winds fan huge bushfires,Australia urges quarter of a million to flee as winds fan huge bushfires
243,101101-101102," <Australia/> Wants to See Your Face Before You Watch Porn , Which Is a Dumb Idea",Girlfriend,33321,2.4," <Australia/> Wants to See Your Face Before You Watch Porn , Which Is a Dumb Idea",Pence,32221,2.0,1," Girlfriend Wants to See Your Face Before You Watch Porn , Which Is a Dumb Idea"," Australia Wants to See Your Face Before You Watch Porn , Which Is a Dumb Idea"," Pence Wants to See Your Face Before You Watch Porn , Which Is a Dumb Idea"," Australia Wants to See Your Face Before You Watch Porn , Which Is a Dumb Idea"
244,101039-101038, <Australia/> wants to use face recognition for porn age verification . What could possibly go wrong ?,Pornhub,22211,1.6, <Australia/> wants to use face recognition for porn age verification . What could possibly go wrong ?,Mom,3322222100,1.7,2, Pornhub wants to use face recognition for porn age verification . What could possibly go wrong ?, Australia wants to use face recognition for porn age verification . What could possibly go wrong ?, Mom wants to use face recognition for porn age verification . What could possibly go wrong ?, Australia wants to use face recognition for porn age verification . What could possibly go wrong ?
245,103071-103072,Australia ’s <democracy/> has been downgraded from ‘ open ’ to ‘ narrowed ’,volcano,20000,0.4,Australia ’s democracy has been downgraded from ‘ open ’ to ‘ <narrowed/> ’,roasted,33221,2.2,2,Australia ’s volcano has been downgraded from ‘ open ’ to ‘ narrowed ’,Australia ’s democracy has been downgraded from ‘ open ’ to ‘ narrowed ’,Australia ’s democracy has been downgraded from ‘ open ’ to ‘ roasted ’,Australia ’s democracy has been downgraded from ‘ open ’ to ‘ narrowed ’
246,105504-105505, <Australia/> ’s fires could change the country forever,Elmo,32111,1.6,Australia ’s <fires/> could change the country forever,kangaroos,21111,1.2,1, Elmo ’s fires could change the country forever, Australia ’s fires could change the country forever,Australia ’s kangaroos could change the country forever,Australia ’s fires could change the country forever
247,106846-106847,Australia ’s fires have pumped out more emissions than 100 <nations/> combined,SUVs,22111,1.4,Australia ’s fires have pumped out more emissions than 100 <nations/> combined,hoses,20000,0.4,1,Australia ’s fires have pumped out more emissions than 100 SUVs combined,Australia ’s fires have pumped out more emissions than 100 nations combined,Australia ’s fires have pumped out more emissions than 100 hoses combined,Australia ’s fires have pumped out more emissions than 100 nations combined
248,103146-103145,"Avast , a cybersecurity <company/> , sells its customers ' browsing data",embarrassment,31111,1.4,"Avast , a cybersecurity company , sells its customers ' <browsing/> data",underwear,22221,1.8,2,"Avast , a cybersecurity embarrassment , sells its customers ' browsing data","Avast , a cybersecurity company , sells its customers ' browsing data","Avast , a cybersecurity company , sells its customers ' underwear data","Avast , a cybersecurity company , sells its customers ' browsing data"
249,100078-100079, <Avengers/> : Endgame breaks digital download record,Gandalf,10000,0.2,Avengers : Endgame <breaks/> digital download record,scores,0,0.0,1, Gandalf : Endgame breaks digital download record, Avengers : Endgame breaks digital download record,Avengers : Endgame scores digital download record,Avengers : Endgame breaks digital download record
